price,bedrooms,bathrooms,sqft_living,floors,condition,grade
696000.0,0.03287076288936993,0.11101086183310803,-0.0559906237400437,-0.23781395675673425,Average,8 Good
550000.0,0.12876478703996352,-0.13333333333333333,-0.05604102428418074,-0.4,Poor,5 Fair
640000.0,0.12876478703996352,0.05150591481598541,-0.05598664344698305,-0.12274112777602189,Good,8 Good
240000.0,0.12876478703996352,-0.13333333333333333,-0.05608862347175776,-0.4,Fair,7 Average
605000.0,0.12876478703996352,0.11101086183310803,-0.05597049001595747,-0.12274112777602189,Average,8 Good
625000.0,0.12876478703996352,0.11101086183310803,-0.05597346813324741,-0.12274112777602189,Average,9 Better
775000.0,0.12876478703996352,0.08291472432435434,-0.05589681755687325,-0.4,Average,8 Good
685000.0,0.03287076288936993,-0.13333333333333333,-0.05604963973750504,-0.12274112777602189,Average,7 Average
309000.0,0.03287076288936993,-0.13333333333333333,-0.05608120319058521,-0.4,Good,6 Low Average
488000.0,0.03287076288936993,0.11101086183310803,-0.05594152591861191,-0.12274112777602189,Average,8 Good
210490.0,0.03287076288936993,-0.13333333333333333,-0.056120911137074396,-0.4,Average,6 Low Average
785000.0,0.12876478703996352,0.11101086183310803,-0.05599129720300645,-0.12274112777602189,Good,9 Better
450000.0,0.03287076288936993,0.015897543449446043,-0.056084868805209215,-0.4,Good,7 Average
228000.0,0.03287076288936993,-0.13333333333333333,-0.056092471625022323,-0.4,Average,7 Average
600000.0,0.03287076288936993,0.015897543449446043,-0.056066252707361326,-0.4,Good,7 Average
585000.0,-0.10228427314668491,0.015897543449446043,-0.05601377865167101,-0.4,Average,7 Average
885000.0,0.12876478703996352,0.11101086183310803,-0.05595857310809316,-0.12274112777602189,Average,9 Better
292500.0,0.12876478703996352,0.11101086183310803,-0.0559940207889956,-0.12274112777602189,Average,7 Average
301000.0,0.03287076288936993,0.11101086183310803,-0.055982763088230185,-0.12274112777602189,Average,8 Good
430000.0,0.12876478703996352,0.15962994364482927,-0.05602427497402282,-0.12274112777602189,Average,8 Good
650000.0,0.03287076288936993,0.08291472432435434,-0.05600104743104765,-0.4,Good,8 Good
289000.0,0.03287076288936993,0.015897543449446043,-0.05608363724884922,-0.4,Average,7 Average
505000.0,0.03287076288936993,0.015897543449446043,-0.05597656610875539,-0.12274112777602189,Very Good,8 Good
549000.0,0.03287076288936993,0.015897543449446043,-0.056052621685408394,0.039444915467243914,Average,8 Good
425000.0,0.03287076288936993,0.08291472432435434,-0.05604102428418074,-0.4,Average,7 Average
317625.0,0.03287076288936993,0.13642690978092797,-0.05596188522423781,-0.23781395675673425,Very Good,7 Average
975000.0,0.12876478703996352,0.11101086183310803,-0.05596470059361823,-0.12274112777602189,Average,10 Very Good
287000.0,0.12876478703996352,0.11101086183310803,-0.05599470925118252,-0.12274112777602189,Average,7 Average
204000.0,0.03287076288936993,-0.13333333333333333,-0.05611935776213569,-0.4,Good,7 Average
325000.0,0.03287076288936993,0.05150591481598541,-0.05608363724884922,-0.4,Good,7 Average
571000.0,0.12876478703996352,0.05150591481598541,-0.05596300522555477,-0.23781395675673425,Very Good,7 Average
360000.0,0.12876478703996352,0.11101086183310803,-0.055985339139618936,-0.12274112777602189,Average,8 Good
349000.0,0.03287076288936993,0.015897543449446043,-0.05602937080388952,-0.4,Very Good,7 Average
832500.0,0.12876478703996352,0.23634516296530414,-0.05592885385778053,-0.12274112777602189,Good,10 Very Good
380000.0,0.12876478703996352,0.015897543449446043,-0.056031983139407694,-0.4,Average,7 Average
480000.0,0.03287076288936993,-0.13333333333333333,-0.056113295828108894,-0.4,Average,7 Average
410000.0,0.03287076288936993,-0.13333333333333333,-0.056066252707361326,-0.4,Good,7 Average
720000.0,0.12876478703996352,0.11101086183310803,-0.05592795525347367,-0.12274112777602189,Average,10 Very Good
390000.0,0.03287076288936993,0.11101086183310803,-0.055987299751601514,-0.12274112777602189,Average,8 Good
360000.0,0.12876478703996352,0.11101086183310803,-0.05602015314294365,-0.12274112777602189,Average,7 Average
355000.0,-0.10228427314668491,-0.13333333333333333,-0.05601068735851696,-0.4,Average,7 Average
356000.0,0.03287076288936993,-0.025209304504489497,-0.056039173250015874,-0.4,Average,8 Good
315000.0,0.03287076288936993,-0.13333333333333333,-0.05612566718941857,-0.4,Average,6 Low Average
940000.0,0.03287076288936993,-0.025209304504489497,-0.05600176798948749,-0.12274112777602189,Average,9 Better
461000.0,0.03287076288936993,0.18097466569110565,-0.05596188522423781,-0.12274112777602189,Average,9 Better
215000.0,-0.10228427314668491,0.08291472432435434,-0.05604575124297087,-0.12274112777602189,Good,7 Average
335000.0,-0.10228427314668491,0.015897543449446043,-0.05611478916828073,-0.12274112777602189,Average,7 Average
243500.0,0.12876478703996352,0.11101086183310803,-0.05601377865167101,-0.12274112777602189,Average,7 Average
153000.0,0.03287076288936993,-0.13333333333333333,-0.05609117823249211,-0.4,Average,7 Average
430000.0,0.03287076288936993,-0.025209304504489497,-0.0560486584040153,-0.4,Average,8 Good
700000.0,0.03287076288936993,-0.025209304504489497,-0.0560486584040153,-0.4,Average,8 Good
905000.0,0.12876478703996352,0.11101086183310803,-0.0559348256959112,-0.4,Average,7 Average
247500.0,0.03287076288936993,0.015897543449446043,-0.056015347797183215,-0.4,Average,7 Average
199000.0,0.12876478703996352,-0.025209304504489497,-0.05609641803955172,-0.4,Good,7 Average
314000.0,0.03287076288936993,0.015897543449446043,-0.05602765345838333,-0.4,Very Good,7 Average
437500.0,0.03287076288936993,0.11101086183310803,-0.055989285554148324,-0.12274112777602189,Average,9 Better
850830.0,0.03287076288936993,0.11101086183310803,-0.05600690820923348,-0.23781395675673425,Very Good,9 Better
555000.0,0.03287076288936993,0.05150591481598541,-0.05601377865167101,-0.23781395675673425,Good,7 Average
699950.0,0.03287076288936993,0.08291472432435434,-0.055998198327231755,-0.12274112777602189,Good,8 Good
290000.0,0.03287076288936993,-0.13333333333333333,-0.05608989557363358,-0.4,Average,7 Average
375000.0,0.03287076288936993,0.11101086183310803,-0.055987958854968815,-0.4,Good,8 Good
460000.0,0.03287076288936993,-0.13333333333333333,-0.056040095996072514,-0.23781395675673425,Good,7 Average
188500.0,-0.10228427314668491,0.015897543449446043,-0.05608611025369411,-0.4,Good,8 Good
680000.0,0.12876478703996352,0.11101086183310803,-0.05594250725210165,-0.12274112777602189,Good,10 Very Good
597750.0,0.12876478703996352,0.11101086183310803,-0.05598995319883836,-0.12274112777602189,Average,8 Good
570000.0,0.03287076288936993,0.015897543449446043,-0.05608363724884922,-0.4,Very Good,6 Low Average
272500.0,0.03287076288936993,0.015897543449446043,-0.056052621685408394,-0.4,Good,7 Average
329950.0,0.03287076288936993,0.015897543449446043,-0.05600616334270551,-0.4,Average,7 Average
480000.0,0.12876478703996352,0.11101086183310803,-0.05593813950290314,-0.12274112777602189,Average,9 Better
740500.0,0.03287076288936993,0.2007367915987648,-0.05589106584182836,-0.12274112777602189,Average,8 Good
518500.0,0.03287076288936993,0.2007367915987648,-0.05604768326194524,0.039444915467243914,Average,8 Good
205425.0,-0.10228427314668491,-0.13333333333333333,-0.05613911562481109,-0.4,Good,6 Low Average
171800.0,0.12876478703996352,0.05150591481598541,-0.05604963973750504,-0.4,Average,6 Low Average
535000.0,0.12876478703996352,-0.13333333333333333,-0.05604575124297087,-0.23781395675673425,Good,7 Average
660000.0,0.03287076288936993,0.11101086183310803,-0.05598404574708871,-0.4,Average,8 Good
391500.0,0.03287076288936993,0.05150591481598541,-0.05606192908262525,-0.4,Average,7 Average
395000.0,-0.10228427314668491,-0.13333333333333333,-0.05615975417081179,-0.4,Average,6 Low Average
445000.0,0.12876478703996352,0.015897543449446043,-0.056004684293089406,-0.23781395675673425,Very Good,7 Average
770000.0,0.03287076288936993,0.08291472432435434,-0.05595426455020625,-0.12274112777602189,Average,9 Better
445000.0,0.03287076288936993,0.08291472432435434,-0.056004684293089406,-0.4,Average,8 Good
260000.0,0.12876478703996352,0.08291472432435434,-0.05600033021627848,-0.4,Average,8 Good
430000.0,0.12876478703996352,0.11101086183310803,-0.05600690820923348,-0.12274112777602189,Average,7 Average
212000.0,0.03287076288936993,0.015897543449446043,-0.05611035174851529,-0.4,Good,7 Average
660500.0,0.12876478703996352,0.08291472432435434,-0.05601145440478313,-0.4,Average,8 Good
784000.0,0.03287076288936993,0.2007367915987648,-0.05590703696168545,-0.23781395675673425,Average,9 Better
453246.0,0.03287076288936993,0.11101086183310803,-0.05601145440478313,-0.12274112777602189,Average,8 Good
675000.0,0.12876478703996352,0.2007367915987648,-0.05600176798948749,0.039444915467243914,Average,9 Better
199000.0,0.03287076288936993,0.015897543449446043,-0.056076447138241045,-0.4,Good,7 Average
220000.0,0.12876478703996352,0.015897543449446043,-0.05601068735851696,-0.4,Average,7 Average
452000.0,0.12876478703996352,0.08291472432435434,-0.055972269991546586,-0.4,Good,8 Good
382500.0,-0.10228427314668491,-0.13333333333333333,-0.056092471625022323,-0.4,Average,6 Low Average
519950.0,0.03287076288936993,0.08291472432435434,-0.05609509134037221,0.039444915467243914,Average,8 Good
665000.0,-0.10228427314668491,-0.13333333333333333,-0.056103227929782624,-0.4,Average,7 Average
205000.0,0.03287076288936993,-0.13333333333333333,-0.05604575124297087,-0.4,Good,7 Average
420000.0,0.03287076288936993,-0.13333333333333333,-0.05611035174851529,-0.4,Good,7 Average
500000.0,0.12876478703996352,0.08291472432435434,-0.05600992410014902,-0.4,Good,8 Good
921500.0,0.12876478703996352,0.11101086183310803,-0.05591840078190903,-0.12274112777602189,Good,9 Better
890000.0,0.12876478703996352,-0.13333333333333333,-0.05597467563552512,-0.12274112777602189,Average,8 Good
430000.0,-0.10228427314668491,0.11101086183310803,-0.055982763088230185,-0.12274112777602189,Average,7 Average
511000.0,0.03287076288936993,-0.13333333333333333,-0.056064075776931385,-0.4,Average,7 Average
532170.0,0.03287076288936993,0.05150591481598541,-0.056071833079021624,-0.12274112777602189,Average,8 Good
560000.0,0.03287076288936993,-0.13333333333333333,-0.056103227929782624,-0.23781395675673425,Average,7 Average
282950.0,0.03287076288936993,-0.13333333333333333,-0.056084868805209215,-0.4,Good,7 Average
350000.0,-0.3333333333333333,-0.13333333333333333,-0.05617448526506284,-0.4,Average,7 Average
215000.0,0.03287076288936993,-0.13333333333333333,-0.056093775932386444,-0.4,Good,7 Average
320000.0,0.12876478703996352,0.13642690978092797,-0.05596931465283765,-0.4,Average,8 Good
247000.0,0.03287076288936993,0.05150591481598541,-0.05608241542821443,-0.23781395675673425,Average,7 Average
320000.0,0.12876478703996352,0.015897543449446043,-0.056031983139407694,-0.4,Good,8 Good
438000.0,0.03287076288936993,0.015897543449446043,-0.0560302366857363,-0.4,Average,7 Average
900000.0,0.03287076288936993,0.11101086183310803,-0.05593021163669177,-0.12274112777602189,Average,10 Very Good
441000.0,0.03287076288936993,0.13642690978092797,-0.05601934180509418,-0.4,Average,7 Average
420000.0,0.03287076288936993,0.05150591481598541,-0.05601068735851696,-0.4,Good,7 Average
370000.0,0.03287076288936993,0.015897543449446043,-0.0560486584040153,-0.4,Average,7 Average
269950.0,-0.10228427314668491,0.015897543449446043,-0.056074122891353176,-0.4,Very Good,5 Fair
807100.0,0.12876478703996352,0.11101086183310803,-0.05596699040594978,-0.12274112777602189,Average,9 Better
653000.0,0.03287076288936993,0.11101086183310803,-0.05596699040594978,-0.4,Good,8 Good
371500.0,0.03287076288936993,0.05150591481598541,-0.056070700769888376,-0.4,Very Good,7 Average
284000.0,0.03287076288936993,0.015897543449446043,-0.05605062734153886,-0.4,Average,7 Average
272000.0,0.03287076288936993,0.015897543449446043,-0.05600033021627848,-0.4,Good,7 Average
313000.0,0.03287076288936993,-0.025209304504489497,-0.056074122891353176,-0.23781395675673425,Average,7 Average
917500.0,0.12876478703996352,0.11101086183310803,-0.0559098005513729,-0.12274112777602189,Average,10 Very Good
673000.0,0.12876478703996352,0.08291472432435434,-0.055972269991546586,-0.12274112777602189,Good,8 Good
425000.0,0.03287076288936993,0.11101086183310803,-0.05610184173658592,-0.12274112777602189,Average,8 Good
385000.0,0.03287076288936993,-0.13333333333333333,-0.05608862347175776,-0.4,Average,6 Low Average
269950.0,0.03287076288936993,-0.025209304504489497,-0.0560161383846124,-0.4,Good,7 Average
330000.0,-0.10228427314668491,-0.13333333333333333,-0.056072973744755415,-0.4,Average,7 Average
260000.0,0.03287076288936993,0.11101086183310803,-0.056040095996072514,-0.12274112777602189,Average,7 Average
470000.0,0.12876478703996352,0.15962994364482927,-0.055985339139618936,-0.23781395675673425,Good,7 Average
589000.0,0.12876478703996352,0.15962994364482927,-0.05598149098635437,-0.12274112777602189,Very Good,7 Average
163500.0,-0.10228427314668491,-0.025209304504489497,-0.0561118167784928,-0.12274112777602189,Average,7 Average
835000.0,0.12876478703996352,0.13642690978092797,-0.05594300026529611,-0.12274112777602189,Average,9 Better
269000.0,0.12876478703996352,0.015897543449446043,-0.056057723122265916,-0.4,Good,8 Good
560000.0,0.03287076288936993,0.11101086183310803,-0.05602015314294365,-0.12274112777602189,Average,8 Good
615000.0,0.12876478703996352,-0.13333333333333333,-0.05607528064587082,-0.23781395675673425,Good,6 Low Average
585188.0,0.03287076288936993,0.08291472432435434,-0.05599540079374742,-0.4,Average,8 Good
305000.0,0.03287076288936993,0.015897543449446043,-0.056041958181314584,-0.4,Average,7 Average
166950.0,0.03287076288936993,-0.13333333333333333,-0.056092471625022323,-0.4,Average,6 Low Average
799000.0,0.03287076288936993,0.11101086183310803,-0.05600176798948749,-0.4,Good,8 Good
400000.0,0.03287076288936993,0.11101086183310803,-0.055998905694623936,-0.4,Good,7 Average
230000.0,0.03287076288936993,-0.13333333333333333,-0.05611035174851529,-0.4,Average,7 Average
256883.0,0.03287076288936993,0.11101086183310803,-0.0560382559802292,-0.12274112777602189,Average,8 Good
423000.0,0.12876478703996352,0.05150591481598541,-0.056014561233117155,-0.23781395675673425,Very Good,7 Average
465000.0,0.03287076288936993,0.11101086183310803,-0.05600104743104765,-0.12274112777602189,Average,8 Good
440000.0,0.03287076288936993,0.11101086183310803,-0.05601934180509418,-0.12274112777602189,Average,7 Average
385000.0,0.03287076288936993,0.015897543449446043,-0.056072973744755415,-0.4,Good,7 Average
210000.0,0.03287076288936993,-0.13333333333333333,-0.05614266887337751,-0.4,Good,6 Low Average
297000.0,0.03287076288936993,0.11101086183310803,-0.056016933036776295,-0.12274112777602189,Average,8 Good
470000.0,0.03287076288936993,-0.13333333333333333,-0.05611781984392036,-0.4,Average,7 Average
226500.0,0.03287076288936993,-0.025209304504489497,-0.05607880687118244,-0.4,Good,7 Average
274250.0,0.03287076288936993,-0.13333333333333333,-0.0561339343741096,-0.4,Good,6 Low Average
840000.0,0.12876478703996352,0.015897543449446043,-0.05597897776829072,-0.4,Good,9 Better
677900.0,0.03287076288936993,0.11101086183310803,-0.05598149098635437,-0.12274112777602189,Average,8 Good
425000.0,0.03287076288936993,-0.13333333333333333,-0.05611781984392036,-0.4,Average,7 Average
180250.0,-0.10228427314668491,-0.21004855265380823,-0.05613564223132546,-0.4,Average,6 Low Average
320000.0,0.12876478703996352,0.08291472432435434,-0.056051621296767655,-0.12274112777602189,Average,8 Good
625504.0,0.03287076288936993,0.08291472432435434,-0.05608241542821443,-0.12274112777602189,Average,8 Good
592500.0,0.12876478703996352,0.11101086183310803,-0.05599470925118252,-0.4,Average,9 Better
465000.0,0.03287076288936993,0.11101086183310803,-0.055965041910294465,-0.12274112777602189,Average,9 Better
477000.0,0.12876478703996352,0.13642690978092797,-0.056035536387974115,-0.12274112777602189,Average,8 Good
280000.0,-0.10228427314668491,-0.13333333333333333,-0.05614447660749856,-0.4,Average,6 Low Average
445838.0,0.03287076288936993,0.11101086183310803,-0.0559940207889956,-0.12274112777602189,Average,8 Good
467000.0,-0.10228427314668491,-0.025209304504489497,-0.056076447138241045,-0.4,Good,8 Good
686000.0,0.12876478703996352,0.11101086183310803,-0.05596244421040012,-0.12274112777602189,Average,10 Very Good
279950.0,0.03287076288936993,0.05150591481598541,-0.05603286382273299,-0.4,Average,7 Average
527000.0,0.12876478703996352,0.08291472432435434,-0.05598862078105722,-0.12274112777602189,Average,8 Good
325000.0,0.03287076288936993,0.08291472432435434,-0.05599609544437924,-0.4,Good,8 Good
328000.0,0.03287076288936993,0.08291472432435434,-0.05601068735851696,-0.12274112777602189,Average,7 Average
390000.0,0.03287076288936993,0.08291472432435434,-0.056084868805209215,-0.4,Very Good,7 Average
479950.0,-0.10228427314668491,0.05150591481598541,-0.056055662298329374,-0.4,Average,8 Good
264950.0,0.12876478703996352,0.08291472432435434,-0.056035536387974115,-0.4,Good,7 Average
235000.0,0.03287076288936993,-0.13333333333333333,-0.056064075776931385,-0.4,Good,7 Average
516500.0,0.03287076288936993,0.11101086183310803,-0.056058763930949274,-0.12274112777602189,Average,7 Average
655000.0,-0.10228427314668491,0.015897543449446043,-0.05606192908262525,-0.12274112777602189,Average,7 Average
500000.0,0.12876478703996352,0.13642690978092797,-0.055991973613300085,-0.4,Very Good,7 Average
213000.0,-0.10228427314668491,-0.13333333333333333,-0.05611935776213569,-0.4,Average,6 Low Average
475000.0,0.03287076288936993,-0.025209304504489497,-0.05597897776829072,-0.23781395675673425,Very Good,7 Average
416000.0,0.03287076288936993,0.05150591481598541,-0.05599609544437924,-0.4,Very Good,7 Average
410000.0,0.12876478703996352,-0.13333333333333333,-0.056014561233117155,-0.23781395675673425,Average,7 Average
800000.0,0.03287076288936993,0.2007367915987648,-0.0559118052423223,-0.12274112777602189,Average,10 Very Good
225000.0,0.03287076288936993,0.015897543449446043,-0.056064075776931385,-0.4,Good,7 Average
210000.0,-0.10228427314668491,-0.13333333333333333,-0.05614815676958414,-0.4,Average,6 Low Average
455000.0,-0.10228427314668491,-0.13333333333333333,-0.056064075776931385,-0.23781395675673425,Fair,7 Average
225000.0,0.03287076288936993,-0.13333333333333333,-0.05607880687118244,-0.4,Good,6 Low Average
480000.0,-0.10228427314668491,-0.13333333333333333,-0.05611478916828073,-0.4,Good,7 Average
363000.0,0.03287076288936993,0.11101086183310803,-0.05596356828448499,-0.12274112777602189,Average,9 Better
181000.0,-0.10228427314668491,-0.025209304504489497,-0.05617013118825192,-0.4,Average,6 Low Average
250000.0,0.12876478703996352,0.05150591481598541,-0.05601145440478313,-0.4,Good,7 Average
481000.0,0.03287076288936993,0.015897543449446043,-0.05605062734153886,-0.4,Good,6 Low Average
260000.0,0.03287076288936993,0.05150591481598541,-0.05602765345838333,-0.4,Good,7 Average
455000.0,0.12876478703996352,0.11101086183310803,-0.05593204076461249,-0.12274112777602189,Average,9 Better
415000.0,0.03287076288936993,0.08291472432435434,-0.056055662298329374,-0.12274112777602189,Average,8 Good
349500.0,0.03287076288936993,-0.13333333333333333,-0.05606735277965945,-0.4,Average,7 Average
245000.0,0.03287076288936993,0.11101086183310803,-0.05603464038833202,-0.12274112777602189,Average,7 Average
592500.0,-0.10228427314668491,0.05150591481598541,-0.05606516040949068,-0.23781395675673425,Very Good,7 Average
385000.0,0.12876478703996352,0.015897543449446043,-0.05598664344698305,-0.4,Good,7 Average
315000.0,0.03287076288936993,0.015897543449446043,-0.0560486584040153,-0.4,Good,7 Average
255000.0,0.03287076288936993,-0.13333333333333333,-0.056087361754502865,-0.4,Average,7 Average
693000.0,0.12876478703996352,0.11101086183310803,-0.05598022926909947,-0.12274112777602189,Average,8 Good
780000.0,0.03287076288936993,-0.13333333333333333,-0.05604102428418074,-0.23781395675673425,Average,8 Good
237000.0,0.03287076288936993,0.015897543449446043,-0.05608241542821443,-0.4,Good,7 Average
525000.0,0.03287076288936993,0.08291472432435434,-0.056004684293089406,-0.12274112777602189,Average,10 Very Good
425000.0,-0.10228427314668491,-0.13333333333333333,-0.05615975417081179,-0.4,Average,5 Fair
369900.0,-0.3333333333333333,-0.21004855265380823,-0.056161774585273515,-0.4,Very Good,5 Fair
290000.0,0.12876478703996352,0.11101086183310803,-0.05603734412209516,-0.12274112777602189,Good,7 Average
285000.0,0.03287076288936993,-0.13333333333333333,-0.05610184173658592,-0.4,Average,7 Average
415000.0,-0.10228427314668491,-0.13333333333333333,-0.05610890047489089,-0.4,Average,7 Average
272500.0,0.03287076288936993,0.11101086183310803,-0.05600690820923348,-0.4,Average,8 Good
436000.0,-0.10228427314668491,-0.13333333333333333,-0.056113295828108894,-0.4,Good,7 Average
210000.0,0.03287076288936993,-0.13333333333333333,-0.05603734412209516,-0.4,Good,7 Average
236000.0,0.03287076288936993,-0.13333333333333333,-0.05607880687118244,-0.4,Average,7 Average
331000.0,0.03287076288936993,0.015897543449446043,-0.056107462701681876,-0.4,Average,7 Average
365000.0,0.03287076288936993,0.11101086183310803,-0.05596855543212709,-0.12274112777602189,Average,8 Good
450000.0,0.03287076288936993,0.05150591481598541,-0.05599129720300645,-0.4,Very Good,8 Good
770000.0,0.12876478703996352,0.13642690978092797,-0.055912209319690785,-0.12274112777602189,Average,9 Better
455000.0,0.12876478703996352,0.11101086183310803,-0.055996793231141914,-0.4,Average,8 Good
405000.0,0.03287076288936993,0.015897543449446043,-0.05598469109042881,-0.4,Average,6 Low Average
304900.0,0.12876478703996352,0.015897543449446043,-0.05597167438577905,-0.4,Good,7 Average
170000.0,-0.10228427314668491,-0.13333333333333333,-0.05614266887337751,-0.4,Average,6 Low Average
780000.0,0.12876478703996352,0.11101086183310803,-0.055925731337329594,-0.12274112777602189,Average,9 Better
330000.0,0.03287076288936993,0.15962994364482927,-0.055982763088230185,-0.4,Good,8 Good
370000.0,0.12876478703996352,0.11101086183310803,-0.05596470059361823,-0.12274112777602189,Average,9 Better
405000.0,0.03287076288936993,0.015897543449446043,-0.056040095996072514,-0.4,Average,7 Average
500000.0,-0.10228427314668491,-0.13333333333333333,-0.056042897755669514,-0.4,Good,7 Average
389999.0,0.12876478703996352,0.11101086183310803,-0.05602096876227918,-0.12274112777602189,Good,7 Average
630000.0,0.12876478703996352,0.015897543449446043,-0.05595215449005659,-0.4,Good,8 Good
360000.0,0.12876478703996352,0.11101086183310803,-0.05600033021627848,-0.12274112777602189,Average,9 Better
580000.0,0.12876478703996352,0.15962994364482927,-0.05593576527026612,-0.12274112777602189,Average,8 Good
550000.0,0.03287076288936993,0.05150591481598541,-0.056014561233117155,-0.12274112777602189,Very Good,8 Good
879000.0,0.12876478703996352,0.11101086183310803,-0.05593204076461249,-0.12274112777602189,Average,10 Very Good
265000.0,0.03287076288936993,0.05150591481598541,-0.056076447138241045,-0.4,Average,7 Average
446500.0,0.03287076288936993,0.11101086183310803,-0.055968730306185425,-0.12274112777602189,Average,8 Good
404000.0,0.03287076288936993,-0.025209304504489497,-0.05600992410014902,-0.4,Average,7 Average
267500.0,0.03287076288936993,0.015897543449446043,-0.05604768326194524,-0.4,Average,7 Average
335000.0,0.03287076288936993,0.11101086183310803,-0.05598149098635437,-0.12274112777602189,Average,8 Good
576000.0,0.03287076288936993,0.11101086183310803,-0.056016933036776295,-0.4,Good,7 Average
208633.0,0.03287076288936993,0.11101086183310803,-0.05600916459245158,-0.12274112777602189,Average,8 Good
315000.0,0.03287076288936993,0.08291472432435434,-0.05599749418248123,-0.4,Good,7 Average
725000.0,0.03287076288936993,0.015897543449446043,-0.056018534704015174,-0.4,Good,8 Good
550000.0,0.12876478703996352,0.13642690978092797,-0.056028509745922064,-0.4,Good,8 Good
610750.0,0.12876478703996352,0.08291472432435434,-0.055998905694623936,-0.12274112777602189,Average,8 Good
550700.0,-0.10228427314668491,-0.13333333333333333,-0.05611781984392036,-0.23781395675673425,Good,6 Low Average
665000.0,0.12876478703996352,0.13642690978092797,-0.055933891798777356,-0.12274112777602189,Very Good,8 Good
834000.0,0.12876478703996352,0.11101086183310803,-0.05598598991744526,-0.23781395675673425,Very Good,8 Good
305000.0,0.12876478703996352,0.08291472432435434,-0.0560161383846124,-0.4,Average,8 Good
487000.0,0.03287076288936993,0.05150591481598541,-0.055972269991546586,-0.4,Very Good,8 Good
390000.0,0.03287076288936993,0.11101086183310803,-0.056017731795687954,-0.4,Good,8 Good
548000.0,-0.10228427314668491,-0.13333333333333333,-0.05605981179601657,-0.4,Good,7 Average
268750.0,0.12876478703996352,-0.13333333333333333,-0.056153846719062143,-0.4,Average,6 Low Average
520000.0,0.03287076288936993,0.08291472432435434,-0.05600992410014902,-0.12274112777602189,Average,8 Good
230000.0,0.03287076288936993,0.05150591481598541,-0.05606192908262525,-0.4,Average,7 Average
240000.0,0.03287076288936993,0.015897543449446043,-0.056055662298329374,-0.4,Average,7 Average
232000.0,-0.10228427314668491,-0.13333333333333333,-0.05608611025369411,-0.4,Average,6 Low Average
